timestamp,error_code
2024-06-01 21:18:27.665241,OK
2024-06-01 21:18:35.930253,OK
2024-06-01 21:18:44.609485,OK
2024-06-01 21:18:49.708830,OK
2024-06-01 21:18:58.879383,OK
2024-06-01 21:19:08.454146,OK
2024-06-01 21:19:16.098290,OK
2024-06-01 21:19:23.643101,OK
2024-06-01 21:19:32.716107,OK
2024-06-01 21:19:37.537581,OK
2024-06-01 21:19:45.931997,OK
2024-06-01 21:19:54.344682,OK
2024-06-01 21:20:04.684358,OK
2024-06-01 21:20:11.335360,OK
2024-06-01 21:20:19.742787,NOK_4
2024-06-01 21:20:26.635799,OK
2024-06-01 21:20:33.530521,OK
2024-06-01 21:20:41.373980,OK
2024-06-01 21:20:50.152618,OK
2024-06-01 21:20:59.565274,OK
2024-06-01 21:21:05.745490,OK
2024-06-01 21:21:15.000135,OK
2024-06-01 21:21:24.720488,OK
2024-06-01 21:21:29.417763,OK
2024-06-01 21:21:40.484217,OK
2024-06-01 21:21:47.580772,OK
2024-06-01 21:21:53.928974,OK
2024-06-01 21:22:02.295947,OK
2024-06-01 21:22:12.706773,OK
2024-06-01 21:22:18.741614,OK
2024-06-01 21:22:26.947400,OK
2024-06-01 21:22:36.090084,OK
2024-06-01 21:22:43.579199,NOK_4
2024-06-01 21:22:49.732784,OK
2024-06-01 21:22:59.540594,OK
2024-06-01 21:23:06.692951,OK
2024-06-01 21:23:16.804309,OK
2024-06-01 21:23:24.132297,OK
2024-06-01 21:23:29.764592,OK
2024-06-01 21:23:40.727855,OK
2024-06-01 21:23:47.123736,OK
2024-06-01 21:23:55.417129,OK
2024-06-01 21:24:03.480567,OK
2024-06-01 21:24:10.010839,OK
2024-06-01 21:24:17.342887,OK
2024-06-01 21:24:25.869187,OK
2024-06-01 21:24:36.710314,OK
2024-06-01 21:24:43.221827,OK
2024-06-01 21:24:50.717408,OK
2024-06-01 21:24:58.481045,OK
2024-06-01 21:25:06.635854,NOK_4
2024-06-01 21:25:13.130479,OK
2024-06-01 21:25:21.407642,OK
2024-06-01 21:25:30.723158,OK
2024-06-01 21:25:40.211327,NOK_3
2024-06-01 21:25:46.400241,OK
2024-06-01 21:25:54.431443,OK
2024-06-01 21:26:03.476939,OK
2024-06-01 21:26:09.291837,OK
2024-06-01 21:26:18.763440,OK
2024-06-01 21:26:27.913355,OK
2024-06-01 21:26:34.862704,OK
2024-06-01 21:26:42.068067,OK
2024-06-01 21:26:49.457395,NOK_4
2024-06-01 21:27:00.407838,OK
2024-06-01 21:27:06.552676,NOK_1
2024-06-01 21:27:14.766259,OK
2024-06-01 21:27:24.696859,OK
2024-06-01 21:27:29.485402,OK
2024-06-01 21:27:40.469709,OK
2024-06-01 21:27:48.142894,OK
2024-06-01 21:27:55.668234,OK
2024-06-01 21:28:03.341185,OK
2024-06-01 21:28:12.035643,OK
2024-06-01 21:28:18.719051,OK
2024-06-01 21:28:25.892846,OK
2024-06-01 21:28:34.629249,OK
2024-06-01 21:28:41.739580,OK
2024-06-01 21:28:52.485414,OK
2024-06-01 21:29:00.625144,NOK_1
2024-06-01 21:29:06.049475,OK
2024-06-01 21:29:15.196569,OK
2024-06-01 21:29:24.244801,OK
2024-06-01 21:29:30.306356,OK
2024-06-01 21:29:37.177033,OK
2024-06-01 21:29:45.758331,OK
2024-06-01 21:29:53.932480,OK
2024-06-01 21:30:04.710992,OK
2024-06-01 21:30:09.433103,OK
2024-06-01 21:30:18.168773,OK
2024-06-01 21:30:26.531996,OK
2024-06-01 21:30:33.122608,OK
2024-06-01 21:30:41.381282,OK
2024-06-01 21:30:52.467400,OK
2024-06-01 21:30:57.537244,OK
2024-06-01 21:31:07.758614,OK
2024-06-01 21:31:16.309633,OK
2024-06-01 21:31:24.013240,OK
2024-06-01 21:31:31.543421,OK
2024-06-01 21:31:37.590814,OK
2024-06-01 21:31:47.085506,OK
2024-06-01 21:31:55.379406,OK
2024-06-01 21:32:04.124544,NOK_4
2024-06-01 21:32:09.818607,OK
2024-06-01 21:32:17.388425,OK
2024-06-01 21:32:27.073382,OK
2024-06-01 21:32:35.135376,OK
2024-06-01 21:32:43.429343,OK
2024-06-01 21:32:51.226173,OK
2024-06-01 21:32:59.521040,OK
2024-06-01 21:33:05.809587,NOK_4
2024-06-01 21:33:15.511979,OK
2024-06-01 21:33:24.144006,OK
2024-06-01 21:33:30.452159,OK
2024-06-01 21:33:40.879583,OK
2024-06-01 21:33:48.682785,OK
2024-06-01 21:33:54.766628,OK
2024-06-01 21:34:03.159483,OK
2024-06-01 21:34:12.167142,OK
2024-06-01 21:34:17.762115,OK
2024-06-01 21:34:25.481059,NOK_4
2024-06-01 21:34:34.550097,OK
2024-06-01 21:34:43.071463,OK
2024-06-01 21:34:49.033447,OK
2024-06-01 21:34:57.452311,OK
2024-06-01 21:35:08.657653,OK
2024-06-01 21:35:13.596953,OK
2024-06-01 21:35:24.206333,OK
2024-06-01 21:35:29.932970,OK
2024-06-01 21:35:37.779909,OK
2024-06-01 21:35:47.851611,NOK_1
2024-06-01 21:35:55.031465,OK
2024-06-01 21:36:01.075383,OK
2024-06-01 21:36:12.531036,OK
2024-06-01 21:36:19.537848,OK
2024-06-01 21:36:26.816086,OK
2024-06-01 21:36:35.569109,OK
2024-06-01 21:36:44.329755,OK
2024-06-01 21:36:50.450512,OK
2024-06-01 21:36:59.101906,OK
2024-06-01 21:37:07.091626,OK
2024-06-01 21:37:15.742563,OK
2024-06-01 21:37:22.006777,OK
2024-06-01 21:37:29.459954,OK
2024-06-01 21:37:40.528723,OK
2024-06-01 21:37:47.058725,OK
2024-06-01 21:37:56.325222,OK
2024-06-01 21:38:02.704113,OK
2024-06-01 21:38:09.236831,OK
2024-06-01 21:38:20.225344,OK
2024-06-01 21:38:26.946835,OK
2024-06-01 21:38:33.021467,OK
2024-06-01 21:38:42.495170,OK
2024-06-01 21:38:51.294034,OK
2024-06-01 21:38:57.921607,OK
2024-06-01 21:39:05.400993,OK
2024-06-01 21:39:15.147904,OK
2024-06-01 21:39:23.850929,OK
2024-06-01 21:39:32.454643,OK
2024-06-01 21:39:40.557323,OK
2024-06-01 21:39:47.365204,OK
2024-06-01 21:39:53.952008,OK
2024-06-01 21:40:01.052279,OK
2024-06-01 21:40:12.056913,OK
2024-06-01 21:40:17.257826,OK
2024-06-01 21:40:28.138721,OK
2024-06-01 21:40:35.120885,OK
2024-06-01 21:40:41.924934,OK
2024-06-01 21:40:50.348852,OK
2024-06-01 21:40:58.385202,OK
2024-06-01 21:41:05.818758,OK
2024-06-01 21:41:13.152841,OK
2024-06-01 21:41:23.680181,OK
2024-06-01 21:41:30.311837,OK
2024-06-01 21:41:40.069144,OK
2024-06-01 21:41:46.451286,OK
2024-06-01 21:41:53.598655,OK
2024-06-01 21:42:04.847640,OK
2024-06-01 21:42:11.929409,OK
2024-06-01 21:42:17.435796,OK
2024-06-01 21:42:26.901159,OK
2024-06-01 21:42:36.907438,OK
2024-06-01 21:42:43.692616,OK
2024-06-01 21:42:51.596544,OK
2024-06-01 21:42:57.061557,NOK_4
2024-06-01 21:43:06.856468,OK
2024-06-01 21:43:16.345768,OK
2024-06-01 21:43:24.592335,OK
2024-06-01 21:43:32.147604,OK
2024-06-01 21:43:40.057261,NOK_1
2024-06-01 21:43:48.690661,OK
2024-06-01 21:43:55.212552,OK
2024-06-01 21:44:04.064349,OK
2024-06-01 21:44:11.048454,OK
2024-06-01 21:44:19.932067,OK
2024-06-01 21:44:25.346611,OK
2024-06-01 21:44:35.040232,OK
2024-06-01 21:44:44.561554,OK
2024-06-01 21:44:52.874423,OK
2024-06-01 21:44:59.316674,NOK_4
2024-06-01 21:45:05.341985,OK
2024-06-01 21:45:13.238028,OK
2024-06-01 21:45:22.224091,OK
2024-06-01 21:45:31.514434,NOK_4
2024-06-01 21:45:37.463921,OK
2024-06-01 21:45:47.421159,OK
2024-06-01 21:45:54.448057,OK
2024-06-01 21:46:01.276547,OK
2024-06-01 21:46:12.817425,OK
2024-06-01 21:46:20.492546,OK
2024-06-01 21:46:25.590151,OK
2024-06-01 21:46:35.239604,OK
2024-06-01 21:46:42.017030,OK
2024-06-01 21:46:49.776634,OK
2024-06-01 21:47:00.667966,OK
2024-06-01 21:47:06.279245,OK
2024-06-01 21:47:15.909432,OK
2024-06-01 21:47:21.912803,OK
2024-06-01 21:47:31.932715,OK
2024-06-01 21:47:40.961828,OK
2024-06-01 21:47:47.525636,OK
2024-06-01 21:47:54.270282,OK
2024-06-01 21:48:03.189212,OK
2024-06-01 21:48:11.372371,OK
2024-06-01 21:48:20.441287,OK
2024-06-01 21:48:26.198796,OK
2024-06-01 21:48:33.864839,OK
2024-06-01 21:48:42.032612,OK
2024-06-01 21:48:52.300598,OK
2024-06-01 21:48:58.668989,OK
2024-06-01 21:49:05.491314,NOK_4
2024-06-01 21:49:15.031029,OK
2024-06-01 21:49:21.292098,OK
2024-06-01 21:49:30.005608,OK
2024-06-01 21:49:40.326886,NOK_4
2024-06-01 21:49:48.234001,OK
2024-06-01 21:49:56.134189,OK
2024-06-01 21:50:02.226993,OK
2024-06-01 21:50:09.780873,OK
2024-06-01 21:50:19.366723,OK
2024-06-01 21:50:28.010258,OK
2024-06-01 21:50:34.467109,OK
2024-06-01 21:50:44.529851,OK
2024-06-01 21:50:50.507512,OK
2024-06-01 21:50:59.447717,OK
2024-06-01 21:51:06.170939,OK
2024-06-01 21:51:14.558692,OK
2024-06-01 21:51:21.622524,OK
2024-06-01 21:51:29.217518,OK
2024-06-01 21:51:39.671898,OK
2024-06-01 21:51:48.679175,OK
2024-06-01 21:51:53.024179,NOK_4
2024-06-01 21:52:04.039947,OK
2024-06-01 21:52:12.994549,OK
2024-06-01 21:52:20.714520,OK
2024-06-01 21:52:27.603545,OK
2024-06-01 21:52:36.102927,OK
2024-06-01 21:52:42.525552,OK
2024-06-01 21:52:49.036702,NOK_4
2024-06-01 21:53:00.361587,OK
2024-06-01 21:53:08.658467,OK
2024-06-01 21:53:14.424639,OK
2024-06-01 21:53:23.807402,OK
2024-06-01 21:53:32.029058,OK
2024-06-01 21:53:39.099280,OK
2024-06-01 21:53:47.882497,OK
2024-06-01 21:53:56.579791,NOK_4
2024-06-01 21:54:02.730193,OK
2024-06-01 21:54:10.451747,OK
2024-06-01 21:54:18.181167,OK
2024-06-01 21:54:27.427958,OK
2024-06-01 21:54:35.189423,OK
2024-06-01 21:54:44.816754,OK
2024-06-01 21:54:52.411757,OK
2024-06-01 21:54:57.031930,OK
2024-06-01 21:55:06.122385,OK
2024-06-01 21:55:16.030854,OK
2024-06-01 21:55:24.028733,OK
2024-06-01 21:55:30.079331,OK
2024-06-01 21:55:37.026185,OK
2024-06-01 21:55:47.114246,OK
2024-06-01 21:55:55.026106,OK
2024-06-01 21:56:04.339039,OK
2024-06-01 21:56:11.856036,OK
2024-06-01 21:56:18.626257,OK
2024-06-01 21:56:28.971329,OK
2024-06-01 21:56:36.978339,OK
2024-06-01 21:56:41.232251,OK
2024-06-01 21:56:49.208461,OK
2024-06-01 21:56:59.684532,OK
2024-06-01 21:57:08.569660,OK
2024-06-01 21:57:15.287059,OK
2024-06-01 21:57:23.270220,OK
2024-06-01 21:57:32.279944,OK
2024-06-01 21:57:37.639900,OK
2024-06-01 21:57:45.264318,OK
2024-06-01 21:57:56.803766,OK
2024-06-01 21:58:01.590771,OK
2024-06-01 21:58:10.886831,OK
2024-06-01 21:58:18.535001,OK
2024-06-01 21:58:27.612227,OK
2024-06-01 21:58:35.049217,OK
2024-06-01 21:58:43.103071,NOK_4
2024-06-01 21:58:52.107329,NOK_4
2024-06-01 21:58:57.088936,OK
2024-06-01 21:59:07.896246,OK
2024-06-01 21:59:15.133557,OK
2024-06-01 21:59:22.835166,OK
2024-06-01 21:59:29.133092,OK
2024-06-01 21:59:37.405225,OK
2024-06-01 21:59:45.626167,OK
2024-06-01 21:59:55.480043,OK
2024-06-01 22:00:01.895261,OK
2024-06-01 22:00:09.084908,OK
2024-06-01 22:00:19.210843,NOK_4
2024-06-01 22:00:26.644533,OK
2024-06-01 22:00:33.322334,OK
2024-06-01 22:00:42.289606,OK
2024-06-01 22:00:52.795290,OK
2024-06-01 22:00:58.259322,OK
2024-06-01 22:01:07.408776,OK
2024-06-01 22:01:13.605116,OK
2024-06-01 22:01:21.137608,OK
2024-06-01 22:01:29.084232,OK
2024-06-01 22:01:39.107280,OK
2024-06-01 22:01:48.311742,OK
2024-06-01 22:01:55.327539,OK
2024-06-01 22:02:01.645391,OK
2024-06-01 22:02:12.591037,OK
2024-06-01 22:02:17.897628,OK
2024-06-01 22:02:27.238621,OK
2024-06-01 22:02:33.993769,OK
2024-06-01 22:02:41.026189,OK
2024-06-01 22:02:50.450185,OK
2024-06-01 22:02:58.057309,OK
2024-06-01 22:03:08.986227,OK
2024-06-01 22:03:14.054371,OK
2024-06-01 22:03:23.366584,OK
2024-06-01 22:03:30.231704,OK
2024-06-01 22:03:40.986216,OK
2024-06-01 22:03:45.715676,OK
2024-06-01 22:03:53.710837,OK
2024-06-01 22:04:02.833186,OK
2024-06-01 22:04:09.304608,OK
2024-06-01 22:04:18.704914,OK
2024-06-01 22:04:26.812830,OK
2024-06-01 22:04:35.022310,OK
2024-06-01 22:04:43.408722,NOK_1
2024-06-01 22:04:49.884636,OK
2024-06-01 22:04:57.645047,OK
2024-06-01 22:05:06.526180,OK
2024-06-01 22:05:14.017587,OK
2024-06-01 22:05:23.783046,OK
2024-06-01 22:05:29.142620,OK
2024-06-01 22:05:39.698580,OK
2024-06-01 22:05:46.017725,OK
2024-06-01 22:05:54.473732,OK
2024-06-01 22:06:03.137485,OK
2024-06-01 22:06:12.021764,OK
2024-06-01 22:06:18.161708,OK
2024-06-01 22:06:27.391131,NOK_4
2024-06-01 22:06:33.493544,OK
2024-06-01 22:06:42.057364,OK
2024-06-01 22:06:52.454336,NOK_4
2024-06-01 22:06:59.740345,OK
2024-06-01 22:07:08.051652,OK
2024-06-01 22:07:13.691273,OK
2024-06-01 22:07:22.762421,OK
2024-06-01 22:07:29.748433,OK
2024-06-01 22:07:39.330901,OK
2024-06-01 22:07:48.794219,OK
2024-06-01 22:07:55.586630,OK
2024-06-01 22:08:01.715236,OK
2024-06-01 22:08:12.472166,OK
2024-06-01 22:08:18.192741,OK
2024-06-01 22:08:27.678994,OK
2024-06-01 22:08:35.400932,OK
2024-06-01 22:08:41.004021,OK
2024-06-01 22:08:51.516999,OK
2024-06-01 22:08:59.830829,OK
2024-06-01 22:09:08.527647,OK
2024-06-01 22:09:14.619900,OK
2024-06-01 22:09:23.187769,OK
2024-06-01 22:09:29.208364,OK
2024-06-01 22:09:38.985458,OK
2024-06-01 22:09:48.418434,NOK_1
2024-06-01 22:09:54.118447,OK
2024-06-01 22:10:03.374357,OK
2024-06-01 22:10:09.606512,OK
2024-06-01 22:10:20.329760,OK
2024-06-01 22:10:27.491667,OK
2024-06-01 22:10:36.051009,OK
2024-06-01 22:10:42.153006,OK
2024-06-01 22:10:49.028376,OK
2024-06-01 22:10:59.002713,OK
2024-06-01 22:11:06.918693,OK
2024-06-01 22:11:14.760645,OK
2024-06-01 22:11:24.489679,OK
2024-06-01 22:11:31.572971,OK
2024-06-01 22:11:40.563315,OK
2024-06-01 22:11:45.687312,OK
2024-06-01 22:11:53.213303,OK
2024-06-01 22:12:03.600785,OK
2024-06-01 22:12:11.821485,OK
2024-06-01 22:12:17.545490,OK
2024-06-01 22:12:28.579747,OK
2024-06-01 22:12:34.278053,OK
2024-06-01 22:12:44.339299,OK
2024-06-01 22:12:49.123702,OK
2024-06-01 22:12:57.300182,OK
2024-06-01 22:13:08.380464,OK
2024-06-01 22:13:13.797060,OK
2024-06-01 22:13:23.182861,OK
2024-06-01 22:13:32.382907,OK
2024-06-01 22:13:37.222409,OK
2024-06-01 22:13:45.639675,OK
2024-06-01 22:13:55.110695,OK
2024-06-01 22:14:02.050541,OK
2024-06-01 22:14:12.178764,OK
2024-06-01 22:14:20.142200,OK
2024-06-01 22:14:28.376630,OK
2024-06-01 22:14:34.682531,OK
2024-06-01 22:14:44.860850,OK
2024-06-01 22:14:50.304465,OK
2024-06-01 22:15:00.433037,OK
2024-06-01 22:15:06.620667,OK
2024-06-01 22:15:16.079147,OK
2024-06-01 22:15:22.030030,OK
2024-06-01 22:15:31.815867,OK
2024-06-01 22:15:37.409406,OK
2024-06-01 22:15:48.494865,OK
2024-06-01 22:15:55.186887,OK
2024-06-01 22:16:01.779166,OK
2024-06-01 22:16:11.076480,OK
2024-06-01 22:16:19.271416,OK
2024-06-01 22:16:28.584500,OK
2024-06-01 22:16:36.040911,OK
2024-06-01 22:16:44.397166,OK
2024-06-01 22:16:51.250611,OK
2024-06-01 22:16:58.516183,OK
2024-06-01 22:17:08.661172,OK
2024-06-01 22:17:14.786999,OK
2024-06-01 22:17:21.106930,NOK_4
2024-06-01 22:17:30.703950,OK
2024-06-01 22:17:39.849743,OK
2024-06-01 22:17:47.634028,OK
2024-06-01 22:17:56.300763,OK
2024-06-01 22:18:01.940648,OK
2024-06-01 22:18:10.660652,OK
2024-06-01 22:18:18.731681,OK
2024-06-01 22:18:28.951503,OK
2024-06-01 22:18:33.190880,OK
2024-06-01 22:18:43.954054,NOK_4
2024-06-01 22:18:52.750570,OK
2024-06-01 22:19:00.665303,OK
2024-06-01 22:19:05.049185,OK
2024-06-01 22:19:14.245319,OK
2024-06-01 22:19:24.922897,OK
2024-06-01 22:19:29.538059,OK
2024-06-01 22:19:39.932062,OK
2024-06-01 22:19:47.731375,OK
2024-06-01 22:19:54.595474,OK
2024-06-01 22:20:01.768744,OK
2024-06-01 22:20:10.157400,OK
2024-06-01 22:20:19.306462,OK
2024-06-01 22:20:27.401481,OK
2024-06-01 22:20:33.554160,OK
2024-06-01 22:20:41.466839,OK
2024-06-01 22:20:49.227772,OK
2024-06-01 22:20:59.081761,NOK_4
2024-06-01 22:21:07.948224,OK
2024-06-01 22:21:15.401131,OK
2024-06-01 22:21:21.074396,OK
2024-06-01 22:21:29.839455,OK
2024-06-01 22:21:39.791154,OK
2024-06-01 22:21:47.231675,OK
2024-06-01 22:21:54.374567,OK
2024-06-01 22:22:03.742854,OK
2024-06-01 22:22:11.149745,OK
2024-06-01 22:22:20.558768,OK
2024-06-01 22:22:26.256853,OK
2024-06-01 22:22:35.035804,OK
2024-06-01 22:22:42.679943,OK
2024-06-01 22:22:52.122002,OK
2024-06-01 22:22:57.352591,NOK_1
2024-06-01 22:23:05.163858,OK
2024-06-01 22:23:14.387288,NOK_4
2024-06-01 22:23:22.315921,OK
2024-06-01 22:23:29.185986,NOK_4
2024-06-01 22:23:38.518706,OK
2024-06-01 22:23:48.515123,OK
2024-06-01 22:23:56.113794,OK
2024-06-01 22:24:02.939707,OK
2024-06-01 22:24:11.603230,OK
2024-06-01 22:24:17.427389,OK
2024-06-01 22:24:27.567954,OK
2024-06-01 22:24:34.232398,OK
2024-06-01 22:24:44.617523,OK
2024-06-01 22:24:51.785373,OK
2024-06-01 22:24:59.376813,OK
2024-06-01 22:25:06.544187,OK
2024-06-01 22:25:15.093888,OK
2024-06-01 22:25:21.159513,OK
2024-06-01 22:25:32.132550,OK
2024-06-01 22:25:38.654465,OK
2024-06-01 22:25:46.487785,OK
2024-06-01 22:25:55.422037,OK
2024-06-01 22:26:03.633179,OK
2024-06-01 22:26:11.904801,OK
2024-06-01 22:26:20.911190,OK
2024-06-01 22:26:25.889814,OK
2024-06-01 22:26:33.716132,OK
2024-06-01 22:26:44.723822,NOK_1
2024-06-01 22:26:50.840242,OK
2024-06-01 22:26:57.521636,OK
2024-06-01 22:27:08.775289,OK
2024-06-01 22:27:16.903097,NOK_4
2024-06-01 22:27:21.465023,OK
2024-06-01 22:27:29.963689,OK
2024-06-01 22:27:40.692844,OK
2024-06-01 22:27:48.686438,OK
2024-06-01 22:27:53.986001,OK
2024-06-01 22:28:03.061268,OK
2024-06-01 22:28:10.536736,OK
2024-06-01 22:28:18.941265,OK
2024-06-01 22:28:27.511128,OK
2024-06-01 22:28:35.480159,OK
2024-06-01 22:28:42.355571,OK
2024-06-01 22:28:49.880120,OK
2024-06-01 22:28:57.281402,OK
2024-06-01 22:29:05.582043,OK
2024-06-01 22:29:16.275777,OK
2024-06-01 22:29:21.729456,OK
2024-06-01 22:29:29.801443,OK
2024-06-01 22:29:37.882404,OK
2024-06-01 22:29:45.375842,OK
2024-06-01 22:29:55.825804,OK
2024-06-01 22:30:02.164601,OK
2024-06-01 22:30:12.355054,OK
2024-06-01 22:30:20.140425,OK
2024-06-01 22:30:25.463996,OK
2024-06-01 22:30:35.244361,OK
2024-06-01 22:30:41.014580,OK
2024-06-01 22:30:52.307214,OK
2024-06-01 22:30:59.826673,OK
2024-06-01 22:31:07.297715,OK
2024-06-01 22:31:16.068269,OK
2024-06-01 22:31:22.535471,OK
2024-06-01 22:31:31.041833,OK
2024-06-01 22:31:39.700586,OK
2024-06-01 22:31:45.363505,OK
2024-06-01 22:31:56.708485,OK
2024-06-01 22:32:01.381312,NOK_4
2024-06-01 22:32:10.376836,OK
2024-06-01 22:32:17.730641,OK
2024-06-01 22:32:26.762823,OK
2024-06-01 22:32:35.643909,OK
2024-06-01 22:32:44.768892,OK
2024-06-01 22:32:52.232097,OK
2024-06-01 22:32:58.176112,OK
2024-06-01 22:33:07.313453,OK
2024-06-01 22:33:13.344685,OK
2024-06-01 22:33:23.960840,OK
2024-06-01 22:33:29.159536,OK
2024-06-01 22:33:37.400970,OK
2024-06-01 22:33:47.258653,OK
2024-06-01 22:33:53.583643,OK
2024-06-01 22:34:04.968799,OK
2024-06-01 22:34:12.724785,OK
2024-06-01 22:34:17.444598,OK
2024-06-01 22:34:27.998269,OK
2024-06-01 22:34:36.383477,OK
2024-06-01 22:34:41.325701,OK
2024-06-01 22:34:51.860672,OK
2024-06-01 22:34:57.209894,OK
2024-06-01 22:35:05.225922,OK
2024-06-01 22:35:14.832076,OK
2024-06-01 22:35:21.439983,OK
2024-06-01 22:35:29.578825,OK
2024-06-01 22:35:37.420254,OK
2024-06-01 22:35:46.734871,OK
2024-06-01 22:35:56.820250,OK
2024-06-01 22:36:04.132493,OK
2024-06-01 22:36:10.621101,OK
2024-06-01 22:36:19.052121,OK
2024-06-01 22:36:27.702483,OK
2024-06-01 22:36:34.258872,OK
2024-06-01 22:36:43.490255,NOK_4
2024-06-01 22:36:52.128339,OK
2024-06-01 22:36:58.644161,OK
2024-06-01 22:37:06.960645,OK
